ID_CLIENTE,SAFRA_REF,INADIMPLENTE
5058298901476893676,0.07021985687343374,0
274692171162531764,0.07021985687343374,0
274692171162531764,0.07021985687343374,1
274692171162531764,0.07021985687343374,0
465309249432033993,0.07021985687343374,0
465309249432033993,0.07021985687343374,0
465309249432033993,0.07021985687343374,0
465309249432033993,0.07021985687343374,0
5883155883105348987,0.07021985687343374,0
5883155883105348987,0.07021985687343374,0
4489904752023469353,0.07021985687343374,0
3355881107559250653,0.07021985687343374,0
3355881107559250653,0.07021985687343374,0
3355881107559250653,0.07021985687343374,0
3355881107559250653,0.07021985687343374,0
3355881107559250653,0.07021985687343374,0
3355881107559250653,0.07021985687343374,0
3355881107559250653,0.07021985687343374,0
6330043096034525408,0.07021985687343374,0
6330043096034525408,0.07021985687343374,0
6964108750473070287,0.07021985687343374,0
6964108750473070287,0.07021985687343374,0
6964108750473070287,0.07021985687343374,0
6964108750473070287,0.07021985687343374,0
6964108750473070287,0.07021985687343374,0
6964108750473070287,0.07021985687343374,0
6964108750473070287,0.07021985687343374,0
6964108750473070287,0.07021985687343374,0
6964108750473070287,0.07021985687343374,0
6964108750473070287,0.07021985687343374,0
6964108750473070287,0.07021985687343374,0
6964108750473070287,0.07021985687343374,0
6964108750473070287,0.07021985687343374,0
6964108750473070287,0.07021985687343374,0
6964108750473070287,0.07021985687343374,0
6964108750473070287,0.07021985687343374,0
4008627434689715639,0.07021985687343374,1
4008627434689715639,0.07021985687343374,0
4008627434689715639,0.07021985687343374,0
5757271354816214865,0.07021985687343374,0
5757271354816214865,0.07021985687343374,1
5757271354816214865,0.07021985687343374,0
5757271354816214865,0.07021985687343374,0
5757271354816214865,0.07021985687343374,0
5757271354816214865,0.07021985687343374,0
5757271354816214865,0.07021985687343374,0
5757271354816214865,0.07021985687343374,0
5757271354816214865,0.07021985687343374,0
5757271354816214865,0.07021985687343374,0
5757271354816214865,0.07021985687343374,0
5757271354816214865,0.07021985687343374,0
5757271354816214865,0.07021985687343374,0
5757271354816214865,0.07021985687343374,0
5757271354816214865,0.07021985687343374,0
8909740532547211288,0.07021985687343374,0
8909740532547211288,0.07021985687343374,0
8909740532547211288,0.07021985687343374,0
4045739494965095560,0.07021985687343374,0
4045739494965095560,0.07021985687343374,0
4045739494965095560,0.07021985687343374,0
6759864637454708017,0.07021985687343374,0
6759864637454708017,0.07021985687343374,0
6759864637454708017,0.07021985687343374,0
6759864637454708017,0.07021985687343374,0
6759864637454708017,0.07021985687343374,0
6759864637454708017,0.07021985687343374,0
6134696632487351445,0.07021985687343374,0
6134696632487351445,0.07021985687343374,0
6134696632487351445,0.07021985687343374,0
5373371196946859811,0.07021985687343374,0
3095686599956852697,0.07021985687343374,0
3095686599956852697,0.07021985687343374,0
